"filename", "language", "Markdown", "TypeScript", "JSON", "JSON with Comments", "JavaScript", "YAML", "HTML", "Shell Script", "MS SQL", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"/Users/lucaswhelan/CareCompanion/packages/shared/src/constants/index.ts", "TypeScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 83
"/Users/lucaswhelan/CareCompanion/packages/shared/src/index.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/lucaswhelan/CareCompanion/packages/shared/src/types/errors.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 24
"/Users/lucaswhelan/CareCompanion/packages/shared/src/types/index.ts", "TypeScript", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 103
"/Users/lucaswhelan/CareCompanion/packages/shared/src/utils/date.ts", "TypeScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 71
"/Users/lucaswhelan/CareCompanion/packages/shared/src/utils/format.ts", "TypeScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 57
"/Users/lucaswhelan/CareCompanion/packages/shared/src/utils/index.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/Users/lucaswhelan/CareCompanion/packages/shared/src/utils/privacy.ts", "TypeScript", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 108
"/Users/lucaswhelan/CareCompanion/packages/shared/src/validation/index.ts", "TypeScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 124
"/Users/lucaswhelan/CareCompanion/packages/shared/tsconfig.json", "JSON with Comments", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
"/Users/lucaswhelan/CareCompanion/scripts/README.md", "Markdown", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 111
"/Users/lucaswhelan/CareCompanion/scripts/check-user.ts", "TypeScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 81
"/Users/lucaswhelan/CareCompanion/scripts/cleanup-seed.ts", "TypeScript", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 74
"/Users/lucaswhelan/CareCompanion/scripts/cleanup-user.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21, 115
"/Users/lucaswhelan/CareCompanion/scripts/fix-add-patient-memberships.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/lucaswhelan/CareCompanion/scripts/fix-user-type.ts", "TypeScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 84
"/Users/lucaswhelan/CareCompanion/scripts/init-localstack.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 9, 12, 81
"/Users/lucaswhelan/CareCompanion/scripts/migrate-to-public-schema.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 9, 9, 71
"/Users/lucaswhelan/CareCompanion/scripts/run-seed.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/Users/lucaswhelan/CareCompanion/scripts/seed-munson-family.ts", "TypeScript", 0, 663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 72, 775
"/Users/lucaswhelan/CareCompanion/scripts/setup-db.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 10, 16, 103
"/Users/lucaswhelan/CareCompanion/scripts/start-full.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 13, 15, 126
"/Users/lucaswhelan/CareCompanion/scripts/start.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 7, 9, 42
"/Users/lucaswhelan/CareCompanion/scripts/test-db.js", "JavaScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 3, 7, 36
"/Users/lucaswhelan/CareCompanion/scripts/test-setup.js", "JavaScript", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 5, 8, 71
"/Users/lucaswhelan/CareCompanion/tsconfig.json", "JSON with Comments", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24
"/Users/lucaswhelan/CareCompanion/turbo.json", "JSON", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33
"Total", "-", 3159, 7754, 16176, 86, 251, 48, 709, 261, 325, 9112, 115, 1215, 3108, 42319
